Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,4,asymmetric,0.9099999999999999,0.4526629194725349
75% Corpus,4,asymmetric,symmetric,0.4320516334288048
75% Corpus,5,0.01,0.01,0.3734240948772663
75% Corpus,5,0.01,0.31,0.35012474798858967
75% Corpus,5,0.01,0.61,0.36861149465968174
75% Corpus,5,0.01,0.9099999999999999,0.41037796535315163
75% Corpus,5,0.01,symmetric,0.3383411499393031
75% Corpus,5,0.31,0.01,0.35765911401043593
75% Corpus,5,0.31,0.31,0.3850141794068075
75% Corpus,5,0.31,0.61,0.42158454554826824
75% Corpus,5,0.31,0.9099999999999999,0.4350645521437171
75% Corpus,5,0.31,symmetric,0.3689503458529414
75% Corpus,5,0.61,0.01,0.38876369191349197
75% Corpus,5,0.61,0.31,0.3891924024044443
75% Corpus,5,0.61,0.61,0.41192345584303325
75% Corpus,5,0.61,0.9099999999999999,0.4537922402121888
75% Corpus,5,0.61,symmetric,0.36488016193456024
75% Corpus,5,0.9099999999999999,0.01,0.40828917579980606
75% Corpus,5,0.9099999999999999,0.31,0.3952277629327531
75% Corpus,5,0.9099999999999999,0.61,0.3889391558678608
75% Corpus,5,0.9099999999999999,0.9099999999999999,0.4184532607231672
75% Corpus,5,0.9099999999999999,symmetric,0.3976775976136143
75% Corpus,5,symmetric,0.01,0.38490814802167533
75% Corpus,5,symmetric,0.31,0.38007361033055564
75% Corpus,5,symmetric,0.61,0.4181273643948173
75% Corpus,5,symmetric,0.9099999999999999,0.4434142403159835
75% Corpus,5,symmetric,symmetric,0.37007876658300576
75% Corpus,5,asymmetric,0.01,0.35592609718262647
75% Corpus,5,asymmetric,0.31,0.3937595624622371
75% Corpus,5,asymmetric,0.61,0.41737953733456373
75% Corpus,5,asymmetric,0.9099999999999999,0.4726625075020798
75% Corpus,5,asymmetric,symmetric,0.376939039829744
100% Corpus,2,0.01,0.01,0.41191075766022767
100% Corpus,2,0.01,0.31,0.4140730861160929
100% Corpus,2,0.01,0.61,0.4006383732473918
100% Corpus,2,0.01,0.9099999999999999,0.3912408896458215
100% Corpus,2,0.01,symmetric,0.4140730861160929
100% Corpus,2,0.31,0.01,0.41165210859032
100% Corpus,2,0.31,0.31,0.4165602131720375
100% Corpus,2,0.31,0.61,0.39716021786154476
100% Corpus,2,0.31,0.9099999999999999,0.38414329350910437
100% Corpus,2,0.31,symmetric,0.4129288186385292
100% Corpus,2,0.61,0.01,0.3937033360108775
100% Corpus,2,0.61,0.31,0.3780509769376741
100% Corpus,2,0.61,0.61,0.38660733799809005
100% Corpus,2,0.61,0.9099999999999999,0.37127754623675174
100% Corpus,2,0.61,symmetric,0.3603856321653692
100% Corpus,2,0.9099999999999999,0.01,0.3937033360108775
100% Corpus,2,0.9099999999999999,0.31,0.3865102098648102
100% Corpus,2,0.9099999999999999,0.61,0.36979083955031816
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.3819244918771088
100% Corpus,2,0.9099999999999999,symmetric,0.3761977634005997
100% Corpus,2,symmetric,0.01,0.39370333601087754
100% Corpus,2,symmetric,0.31,0.3780509769376741
100% Corpus,2,symmetric,0.61,0.39327769644099747
100% Corpus,2,symmetric,0.9099999999999999,0.3774749212677414
100% Corpus,2,symmetric,symmetric,0.3839401697932109
100% Corpus,2,asymmetric,0.01,0.417830965776775
100% Corpus,2,asymmetric,0.31,0.41920748990314494
100% Corpus,2,asymmetric,0.61,0.45477663428086085
100% Corpus,2,asymmetric,0.9099999999999999,0.4471595649637222
100% Corpus,2,asymmetric,symmetric,0.4280176341838128
100% Corpus,3,0.01,0.01,0.3687355135198665
100% Corpus,3,0.01,0.31,0.3443472480133951
100% Corpus,3,0.01,0.61,0.33758936978008297
100% Corpus,3,0.01,0.9099999999999999,0.36357106627390207
100% Corpus,3,0.01,symmetric,0.3418723813885612
100% Corpus,3,0.31,0.01,0.3568067798077683
100% Corpus,3,0.31,0.31,0.3208037357221046
100% Corpus,3,0.31,0.61,0.35699674146282395
100% Corpus,3,0.31,0.9099999999999999,0.41283071813815525
100% Corpus,3,0.31,symmetric,0.33851337507796586
100% Corpus,3,0.61,0.01,0.3615226066315809
100% Corpus,3,0.61,0.31,0.3345003866250307
100% Corpus,3,0.61,0.61,0.3549559070879143
100% Corpus,3,0.61,0.9099999999999999,0.38339032657262506
100% Corpus,3,0.61,symmetric,0.34091238451204336
100% Corpus,3,0.9099999999999999,0.01,0.3574734121616689
100% Corpus,3,0.9099999999999999,0.31,0.34707806818742765
100% Corpus,3,0.9099999999999999,0.61,0.36764694609677084
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.3961207904047836
100% Corpus,3,0.9099999999999999,symmetric,0.34707806818742765
100% Corpus,3,symmetric,0.01,0.35871011693907623
100% Corpus,3,symmetric,0.31,0.33811826603315803
100% Corpus,3,symmetric,0.61,0.3547476679274683
100% Corpus,3,symmetric,0.9099999999999999,0.41408493771916327
100% Corpus,3,symmetric,symmetric,0.33811826603315803
100% Corpus,3,asymmetric,0.01,0.3850407282304198
100% Corpus,3,asymmetric,0.31,0.37226322406935236
100% Corpus,3,asymmetric,0.61,0.4094300859746079
100% Corpus,3,asymmetric,0.9099999999999999,0.4134635151116873
100% Corpus,3,asymmetric,symmetric,0.36932441808202493
100% Corpus,4,0.01,0.01,0.37304210129036636
100% Corpus,4,0.01,0.31,0.3763543984382689
100% Corpus,4,0.01,0.61,0.42406073034800196
100% Corpus,4,0.01,0.9099999999999999,0.4355990352626002
100% Corpus,4,0.01,symmetric,0.36267514080876506
100% Corpus,4,0.31,0.01,0.3545003238790502
100% Corpus,4,0.31,0.31,0.38814035891146614
100% Corpus,4,0.31,0.61,0.41333368081634075
100% Corpus,4,0.31,0.9099999999999999,0.444456227015709
100% Corpus,4,0.31,symmetric,0.3658471706708043
100% Corpus,4,0.61,0.01,0.37199126163283935
100% Corpus,4,0.61,0.31,0.3615602171941185
100% Corpus,4,0.61,0.61,0.3963890202379112
100% Corpus,4,0.61,0.9099999999999999,0.41730178452800926
100% Corpus,4,0.61,symmetric,0.3615602171941185
100% Corpus,4,0.9099999999999999,0.01,0.38897904903418606
100% Corpus,4,0.9099999999999999,0.31,0.37069714819415067
100% Corpus,4,0.9099999999999999,0.61,0.3809894033255593
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.4070923383382833
100% Corpus,4,0.9099999999999999,symmetric,0.39506602514116296
100% Corpus,4,symmetric,0.01,0.3649037232549583
100% Corpus,4,symmetric,0.31,0.37870881592574196
100% Corpus,4,symmetric,0.61,0.44613546556253786
100% Corpus,4,symmetric,0.9099999999999999,0.4607791976790323
100% Corpus,4,symmetric,symmetric,0.37321430970769875
100% Corpus,4,asymmetric,0.01,0.37817255275434036
100% Corpus,4,asymmetric,0.31,0.45530378143507877
100% Corpus,4,asymmetric,0.61,0.43700725246861816
100% Corpus,4,asymmetric,0.9099999999999999,0.4791813958269979
100% Corpus,4,asymmetric,symmetric,0.4560788556462276
100% Corpus,5,0.01,0.01,0.36197905881028813
100% Corpus,5,0.01,0.31,0.3583389784573801
100% Corpus,5,0.01,0.61,0.365955844987793
100% Corpus,5,0.01,0.9099999999999999,0.40618734236486703
100% Corpus,5,0.01,symmetric,0.3727238446147735
100% Corpus,5,0.31,0.01,0.3707500879471356
100% Corpus,5,0.31,0.31,0.35337925835582906
100% Corpus,5,0.31,0.61,0.3942822231980195
100% Corpus,5,0.31,0.9099999999999999,0.4179213843385187
100% Corpus,5,0.31,symmetric,0.35637831341979237
100% Corpus,5,0.61,0.01,0.39312610683024884
100% Corpus,5,0.61,0.31,0.37335885449656847
100% Corpus,5,0.61,0.61,0.3979292330364346
