date,rating,title_review,title_review_tokenized
2020-08-13 13:20:09,5,unauthorized payments this app used my money for things i did not do and also when i contact the pay maya personnel or the apps officials they reply like it was only a few cents it is still a money issue so please whether big or small amount take it seriously i hope the admin of this app take action about this kind of fraudhack as much as possible because i really find this app useful but now it turns out that its not,"['unauthorized', 'payment', 'use', 'money', 'thing', 'also', 'contact', 'pay', 'maya', 'personnel', 'apps', 'official', 'reply', 'like', 'cent', 'still', 'money', 'issue', 'whether', 'big', 'small', 'amount', 'take', 'seriously', 'hope', 'admin', 'take', 'action', 'kind', 'fraudhack', 'much', 'possible', 'really', 'find', 'useful', 'turn']"
2020-08-15 01:14:19,5,paying bills paying bills were easy using this but now all other billes ate gone only globe was left what happened to other billers like meralco and converge,"['pay', 'bill', 'pay', 'bill', 'easy', 'use', 'billes', 'eat', 'go', 'globe', 'leave', 'happen', 'billers', 'like', 'meralco', 'converge']"
2020-08-17 07:25:08,5,no reliablw no sense of urgency if you need to transact do not use this app payments will be processed the next day if you are in a hurry stay away from this app and choose other applications,"['reliablw', 'sense', 'urgency', 'need', 'transact', 'use', 'payment', 'process', 'next', 'day', 'hurry', 'stay', 'away', 'choose', 'application']"
2020-08-18 09:06:47,5,"financial app in one perfect for paying bills online wallet

cashless at its finest","['financial', 'one', 'perfect', 'pay', 'bill', 'online', 'wallet', 'cashless', 'fine']"
2020-08-19 16:53:15,5,so easy to use i like the fact that the app just works looks clean simple and easy to use,"['easy', 'use', 'like', 'fact', 'work', 'looks', 'clean', 'simple', 'easy', 'use']"
2020-08-28 05:36:13,5,improved throughout the years great app design and has improved through the years maintains clean design and cute maya bird,"['improve', 'throughout', 'year', 'great', 'design', 'improve', 'year', 'maintain', 'clean', 'design', 'cute', 'maya', 'bird']"
2020-08-28 05:58:20,5,cashbacks very convenient and ang daming cashbacks secured and very user friendly,"['cashbacks', 'convenient', 'dam', 'cashbacks', 'secure', 'user', 'friendly']"
2020-08-28 06:02:07,5,best financial app in ph the best financial app in ph it has a lot apf money opnions integrated with the biggest banks ng ph and has a lot perks and promos what i really about it the payment ecosystem their promoting its like apple ecosystem but it payment solution,"['best', 'financial', 'ph', 'best', 'financial', 'ph', 'lot', 'apf', 'money', 'opnions', 'integrate', 'big', 'bank', 'ph', 'lot', 'perk', 'promos', 'really', 'payment', 'ecosystem', 'promote', 'like', 'apple', 'ecosystem', 'payment', 'solution']"
2020-08-29 05:25:17,4,great application great application nice update good job,"['great', 'application', 'great', 'application', 'nice', 'update', 'good', 'job']"
2020-08-30 02:09:19,4,voucher pakilagyan ng claim all para madali salamat,"['voucher', 'pakilagyan', 'claim', 'madali', 'salamat']"
2020-08-30 05:06:28,5,a great help during this pandemic paymaya helps me pay bills and online transactions send money to family get data  and subscribe to different services when i need to buy something in convenience stores i can also pay by qr these are all extremely helpful especially this pandemic when we all need to avoid physical contact with others as much as possible ,"['great', 'help', 'pandemic', 'help', 'pay', 'bill', 'online', 'transaction', 'send', 'money', 'family', 'get', 'data', 'subscribe', 'different', 'service', 'need', 'buy', 'something', 'convenience', 'store', 'also', 'pay', 'qr', 'extremely', 'helpful', 'especially', 'pandemic', 'need', 'avoid', 'physical', 'contact', 'others', 'much', 'possible']"
2020-08-31 01:20:55,4,"thanks paymaya very helpful in my online business transactions 
however i did not get rebates thrice on buying load before i do receive it","['thanks', 'helpful', 'online', 'business', 'transaction', 'however', 'get', 'rebate', 'thrice', 'buy', 'load', 'receive']"
2020-09-02 03:58:45,4,almost perfect hope they enabled otp for every transactions bills load and online payments,"['almost', 'perfect', 'hope', 'enable', 'otp', 'every', 'transaction', 'bill', 'load', 'online', 'payment']"
2020-09-05 01:00:24,5,refund my money been trying to reach out with your support to no avail i paid something that was rejected but still paymaya deducted my balance now my money is still floating somewhere tried emailing and messaging your support no feedbacks,"['refund', 'money', 'try', 'reach', 'support', 'avail', 'pay', 'something', 'reject', 'still', 'deducted', 'balance', 'money', 'still', 'float', 'somewhere', 'try', 'emailing', 'message', 'support', 'feedback']"
2020-09-12 04:46:23,5,card expired how to renew soon to expire  expired virtual card,"['card', 'expire', 'renew', 'soon', 'expire', 'expired', 'virtual', 'card']"
2020-09-16 05:39:53,5, unresponsive customer care so disappointing i lost money,"['unresponsive', 'customer', 'care', 'disappointing', 'lose', 'money']"
2020-09-28 11:22:34,4,rebate vouchers hope claiming load rebate vouchers would be easier automatic rebates would be much more efficient than claiming one by one in the vouchers section,"['rebate', 'voucher', 'hope', 'claim', 'load', 'rebate', 'voucher', 'would', 'easy', 'automatic', 'rebate', 'would', 'much', 'efficient', 'claim', 'one', 'one', 'voucher', 'section']"
2020-10-01 18:27:11,5,"oof it crash lol
ugrade the app pls","['oof', 'crash', 'lol', 'ugrade', 'pls']"
2020-10-03 19:09:42,5,great app been paymaya user for years and years since it was launched i have not had any problem at all ,"['great', 'user', 'year', 'year', 'since', 'launch', 'problem']"
2020-10-27 03:40:17,5,convenience fee why deduct a convenience fee and return after,"['convenience', 'fee', 'deduct', 'convenience', 'fee', 'return']"
2020-10-28 08:48:40,5,poor ui outdated user interface your list of contacts looks like they datamined it so be careful,"['poor', 'ui', 'outdated', 'user', 'interface', 'list', 'contact', 'look', 'like', 'datamined', 'careful']"
2020-10-30 08:24:25,5,"app suggestion been using this app for years now and as time goes by the progress this app is making is really huge and very helpful

i hope you will be able to add a feature where it shows a summary of the amount a user have cash in for the month so we would know right away how much we can still top up since it only has a limit of 100k per month 

i hope this suggestion reacher your developer more power paymaya team","['suggestion', 'use', 'year', 'time', 'go', 'progress', 'make', 'really', 'huge', 'helpful', 'hope', 'able', 'add', 'feature', 'show', 'summary', 'amount', 'user', 'cash', 'month', 'would', 'know', 'right', 'away', 'much', 'still', 'top', 'since', 'limit', 'per', 'month', 'hope', 'suggestion', 'reacher', 'developer', 'power', 'team']"
2020-11-04 08:19:28,5,best app love paymaya,"['best', 'love']"
2020-11-04 14:18:09,4,4 star 4start because may service charge na pag magcacash in ,"['star', 'service', 'charge', 'pag', 'magcacash']"
2020-11-05 14:50:49,4,great please increase the limit for loyal user,"['great', 'increase', 'limit', 'loyal', 'user']"
2020-11-06 22:33:40,4,more merchants i hope you can add more merchants for easy payment of bills eg sky cable manila water meralco,"['merchant', 'hope', 'add', 'merchant', 'easy', 'payment', 'bill', 'eg', 'sky', 'cable', 'manila', 'water', 'meralco']"
2020-11-07 11:56:40,5,apl de app tnx paymaya team for this wonderful app,"['apl', 'de', 'tnx', 'team', 'wonderful']"
2020-11-08 03:32:03,5,easy to buy load in paymaya very convenient,"['easy', 'buy', 'load', 'convenient']"
2020-11-08 08:55:41,5,service good,"['service', 'good']"
2020-11-08 17:17:22,5,ilove paymaya ilove you paymaya my life begins so easy with you,"['ilove', 'ilove', 'life', 'begin', 'easy']"
2020-11-09 01:57:29,5,easy breezy processing i love the app my only suggestion is to add more bank partners,"['easy', 'breezy', 'processing', 'love', 'suggestion', 'add', 'bank', 'partner']"
2020-11-09 02:13:05,5,load smart lte this is super convenient plus you get a cashback  awesome,"['load', 'smart', 'lte', 'super', 'convenient', 'plus', 'get', 'cashback', 'awesome']"
2020-11-10 02:41:56,5,great updates love the look and the improved interface i also got a chance to call recently and wow they were fast and efficient,"['great', 'update', 'love', 'look', 'improved', 'interface', 'also', 'get', 'chance', 'call', 'recently', 'wow', 'fast', 'efficient']"
2020-11-10 05:46:04,5,ok thumbs up,"['ok', 'thumb']"
2020-11-10 07:01:33,5,easy to pay  convenient as long as you have amount in your paymaya wallet you can easily scan  pay your bill at the gas station aside from that you get 1 rebate,"['easy', 'pay', 'convenient', 'long', 'amount', 'wallet', 'easily', 'scan', 'pay', 'bill', 'gas', 'station', 'aside', 'get', 'rebate']"
2020-11-10 09:05:37,5,perfect more bonuses incentives love it than gcash,"['perfect', 'bonus', 'incentives', 'love']"
2020-11-10 09:54:03,5,d best wayyyy better than gcash ,"['best', 'wayyyy', 'well']"
2020-11-10 10:00:18,5,eload i been using my pay maya as a loading interface for all network what a great experience for our customers as we do not have additional charges,"['eload', 'use', 'pay', 'maya', 'loading', 'interface', 'network', 'great', 'experience', 'customer', 'additional', 'charge']"
2020-11-10 14:16:29,5,love the app i really love the app since i started using it back in 2018 but now I am starting to feel bad due to its charges and fees i thought this app helped me more especially when the pandemic started but lately its starting to reduce sales when paymaya started the additional charges and convenience fees when adding money i hope you understand the needs and complaints of the small business category,"['love', 'really', 'love', 'since', 'start', 'use', 'back', 'I', 'start', 'feel', 'bad', 'due', 'charge', 'fee', 'think', 'help', 'especially', 'pandemic', 'start', 'lately', 'start', 'reduce', 'sale', 'start', 'additional', 'charge', 'convenience', 'fee', 'add', 'money', 'hope', 'understand', 'need', 'complaint', 'small', 'business', 'category']"
2020-11-11 00:52:27,5,useful and convenient i find the bills pay and shop feature of paymaya app very useful now i  to fall in line just to pay our bills plus sending money to my family and friends is so easy no need to go to the bank just to transfer money i really love how convenient this app is,"['useful', 'convenient', 'find', 'bill', 'pay', 'shop', 'feature', 'useful', 'fall', 'line', 'pay', 'bill', 'plus', 'send', 'money', 'family', 'friend', 'easy', 'need', 'go', 'bank', 'transfer', 'money', 'really', 'love', 'convenient']"
2020-11-11 02:46:46,5,rating easy to use  plus the cash back ,"['rating', 'easy', 'use', 'plus', 'cash', 'back']"
2020-11-11 03:34:10,5,professional working at home super convenient  it helped me a lot being a senior citizen now paying my bills and my clients dues to the govt without going out of my home ,"['professional', 'working', 'home', 'super', 'convenient', 'help', 'lot', 'senior', 'citizen', 'pay', 'bill', 'client', 'due', 'govt', 'without', 'go', 'home']"
2020-11-11 04:16:56,5,good easy to use,"['good', 'easy', 'use']"
2020-11-11 05:23:31,5,excellent very convenient and affordable,"['excellent', 'convenient', 'affordable']"
2020-11-11 06:15:03,5,thanks paymaya paymaya you are such a wonderful partner happen in my entire life god bless,"['thanks', 'wonderful', 'partner', 'happen', 'entire', 'life', 'god', 'bless']"
2020-11-11 07:50:29,5,convenient and easy to use great app the one that i need for easy payments and money transfers,"['convenient', 'easy', 'use', 'great', 'one', 'need', 'easy', 'payment', 'money', 'transfer']"
2020-11-11 11:54:20,5,"paymaya is better this paymaya app is far more better in terms of eloading system  i disregard already the other system that i used before that causes problems when loading 
paymaya offers more benefits and promos 
thanks so much for this great idea","['well', 'far', 'well', 'term', 'eloading', 'system', 'disregard', 'already', 'system', 'use', 'cause', 'problem', 'load', 'offer', 'benefit', 'promos', 'thanks', 'much', 'great', 'idea']"
2020-11-11 12:04:45,5,i love the balik bayad promo ,"['love', 'balik', 'bayad', 'promo']"
2020-11-11 17:20:47,5,load na di pumasok nag load ako kanina hindi pumasok 120 pa nama yun sa globe,"['load', 'pumasok', 'load', 'kanina', 'pumasok', 'nama', 'yun', 'globe']"
2020-11-12 01:40:16,5,expensive charge before very useful and with low charge fee but now transaction fee so expensive,"['expensive', 'charge', 'useful', 'low', 'charge', 'fee', 'transaction', 'fee', 'expensive']"
2020-11-12 02:44:36,5,"nice app bills payment loading i do not pay cash 
paymaya na yan ","['nice', 'bill', 'payment', 'load', 'pay', 'cash', 'yan']"
2020-11-12 09:31:31,5,paymaya super useful,"['super', 'useful']"
2020-11-12 11:44:16,5,reliable secure and fast i love using paymaya as it is very reliable and secure i wish it has credit transactions too but for now this is a go to cashless app for me timely and hassle free for busy working mothers like me plus it is so easy to reload since it is available everywhere,"['reliable', 'secure', 'fast', 'love', 'use', 'reliable', 'secure', 'wish', 'credit', 'transaction', 'go', 'cashless', 'timely', 'hassle', 'free', 'busy', 'work', 'mother', 'like', 'plus', 'easy', 'reload', 'since', 'available', 'everywhere']"
2020-11-13 04:35:24,5,ease of payment in anything anytime been using paymaya for quite sometime now and i find it really really easy and convenient using this app especially during this times happy customer here ,"['ease', 'payment', 'anything', 'anytime', 'use', 'quite', 'sometime', 'find', 'really', 'really', 'easy', 'convenient', 'use', 'especially', 'time', 'happy', 'customer']"
2020-11-13 06:08:27,5,hi easy to use i think it is secured,"['hi', 'easy', 'use', 'think', 'secure']"
2020-11-13 06:23:01,5,transaction easy process not complicated compare to other services,"['transaction', 'easy', 'process', 'complicate', 'compare', 'service']"
2020-11-13 09:21:09,5,awesome app I have been using paymaya for 3 years without any issues unlike gcash paymaya is better than gcash,"['awesome', 'I', 'use', 'year', 'without', 'issue', 'unlike', 'good']"
2020-11-13 12:32:40,5,nice app hassle free  convenient to use,"['nice', 'hassle', 'free', 'convenient', 'use']"
2020-11-13 15:31:19,4,more features please i have been using paymaya for over 2 years now but it still lacks some useful features like helping users save money and making users avail some credit for emergency it is useful in paying bills and online payments and i have to say that paymaya is safer than most emoney managing apps out there but more features could really be added to help the user grow and save money ,"['feature', 'use', 'year', 'still', 'lack', 'useful', 'feature', 'like', 'help', 'user', 'save', 'money', 'make', 'user', 'avail', 'credit', 'emergency', 'useful', 'pay', 'bill', 'online', 'payment', 'say', 'safe', 'emoney', 'manage', 'apps', 'feature', 'could', 'really', 'add', 'help', 'user', 'grow', 'save', 'money']"
2020-11-14 02:33:19,5,good nice application very convienient and useful thank you paymaya,"['good', 'nice', 'application', 'convienient', 'useful']"
2020-11-14 05:02:46,5,thanks thank you,['thanks']
2020-11-14 05:03:06,5,great app paymaya really is a great app  very convenient to use and safe,"['great', 'really', 'great', 'convenient', 'use', 'safe']"
2020-11-14 05:36:38,5,yey always a 5,"['yey', 'always']"
2020-11-14 07:34:46,5,instant cashless,"['instant', 'cashless']"
2020-11-14 11:03:08,5,money transfer thanks for this paymaya i can easily transfer my money to other local bank,"['money', 'transfer', 'thanks', 'easily', 'transfer', 'money', 'local', 'bank']"
2020-11-14 23:42:41,5,money padala to tagaytay city very easy ang fast transaction ty,"['money', 'padala', 'tagaytay', 'city', 'easy', 'fast', 'transaction', 'ty']"
2020-11-15 05:29:35,5,wow very easy to transac,"['wow', 'easy', 'transac']"
2020-11-15 07:27:11,5,easy to use this app is very convenient to use and made my bills payment easier and even paying and ordering online keep it up and please do offer this platform to our smes such as magtataho and jeepney drivers,"['easy', 'use', 'convenient', 'use', 'make', 'bill', 'payment', 'easy', 'even', 'pay', 'order', 'online', 'keep', 'offer', 'platform', 'smes', 'magtataho', 'jeepney', 'driver']"
2020-11-15 07:44:30,5,must have fast and reliable ,"['must', 'fast', 'reliable']"
2020-11-15 08:24:02,4,great app i have been using this app for almost two to three years and it is very convenient even before covid happened although the service charge is definitely a bummer i hope you can decrease it to perhaps 10 pesos rather than 25 aside from that i really had a great time using this app and their physical card cheers to you,"['great', 'use', 'almost', 'two', 'three', 'year', 'convenient', 'even', 'covid', 'happen', 'although', 'service', 'charge', 'definitely', 'bummer', 'hope', 'decrease', 'perhaps', 'peso', 'rather', 'aside', 'really', 'great', 'time', 'use', 'physical', 'card', 'cheer']"
2020-11-15 10:07:43,5,very convenient very convenient for us in paying bills no need to go bayad center,"['convenient', 'convenient', 'u', 'pay', 'bill', 'need', 'go', 'bayad', 'center']"
2020-11-15 13:22:41,5,my review fast and convenient,"['review', 'fast', 'convenient']"
2020-11-15 23:35:16,5,mr ruben super helpful convenient many link  and dheaper,"['mr', 'ruben', 'super', 'helpful', 'convenient', 'many', 'link', 'dheaper']"
2020-11-16 02:30:27,5,extremely satisfied really convinient and free of service charge,"['extremely', 'satisfied', 'really', 'convinient', 'free', 'service', 'charge']"
2020-11-16 02:46:36,5,convenient hasslefree fast transaction hasslefree,"['convenient', 'hasslefree', 'fast', 'transaction', 'hasslefree']"
2020-11-16 03:56:20,5,paymaya  lifesaver paymaya is truly a lifesaver,"['lifesaver', 'truly', 'lifesaver']"
2020-11-16 11:36:55,5,good and easy to use app and rewards promo are great too keep it up,"['good', 'easy', 'use', 'reward', 'promo', 'great', 'keep']"
2020-11-16 23:03:30,5,gef pardilla fast  safe and convenient the best way to pay,"['gef', 'pardilla', 'fast', 'safe', 'convenient', 'best', 'way', 'pay']"
2020-11-17 11:56:07,4,friend invite friend invite is gone,"['friend', 'invite', 'friend', 'invite', 'go']"
2020-11-17 19:09:26,5,good app very good,"['good', 'good']"
2020-11-18 05:59:54,5,"awesome paymaya apps are very convenient and easy to use
it has a great features you can pay all your bills in one tap
hassle free and on time always","['awesome', 'apps', 'convenient', 'easy', 'use', 'great', 'feature', 'pay', 'bill', 'one', 'tap', 'hassle', 'free', 'time', 'always']"
2020-11-18 06:04:08,5,thanks thank you paymaya,['thanks']
2020-11-18 11:51:31,5,why the 1 i do not understand why there is an additional 1 i am saddened after all every penny counts for someone like me who has to keep both ends meet,"['understand', 'additional', 'sadden', 'every', 'penny', 'count', 'someone', 'like', 'keep', 'end', 'meet']"
2020-11-19 11:56:57,5,"bills payments convenience to pay bills 
but the sss payment for voluntary member contribution i can not pay thru this apps","['bill', 'payment', 'convenience', 'pay', 'bill', 'sss', 'payment', 'voluntary', 'member', 'contribution', 'pay', 'thru', 'apps']"
2020-11-19 16:38:37,5,very helpul apps i really love this apps help it gave me is beyond words thanks to the developer,"['helpul', 'apps', 'really', 'love', 'apps', 'help', 'give', 'beyond', 'word', 'thanks', 'developer']"
2020-11-20 06:37:03,5,i love javy olives hes a genius javyjavy is a genius,"['love', 'javy', 'olive', 'hes', 'genius', 'javyjavy', 'genius']"
2020-11-20 08:16:33,5,hahaha ganda,"['hahaha', 'ganda']"
2020-11-20 15:18:16,5,reaction it is great to have paymaya account for cashless transaction,"['reaction', 'great', 'account', 'cashless', 'transaction']"
2020-11-21 00:02:07,5,good company sobrang combinient plus wala masyado charge no hidden charges and maa update k p nila kung ano nangyayare sa paymaya mo,"['good', 'company', 'sobrang', 'combinient', 'plus', 'wala', 'charge', 'hidden', 'charge', 'maa', 'update', 'k', 'p', 'nangyayare', 'mo']"
2020-11-21 00:24:36,5,online load awesome experience great and convinient,"['online', 'load', 'awesome', 'experience', 'great', 'convinient']"
2020-11-21 14:03:05,5, i really love this app very convenient to use and very efficient ,"['really', 'love', 'convenient', 'use', 'efficient']"
2020-11-22 05:29:58,5,easiest ewallet to use i love that paymaya continues to improve to accommodate the changing times i can pay cashless through partner merchants easily,"['easy', 'ewallet', 'use', 'love', 'continue', 'improve', 'accommodate', 'change', 'time', 'pay', 'cashless', 'partner', 'merchant', 'easily']"
2020-11-22 06:22:21,5,superfast i love using this app transaction is superfast,"['superfast', 'love', 'use', 'transaction', 'superfast']"
2020-11-23 06:11:52,5,paymaya very convenient to pay bills especially smart bills,"['convenient', 'pay', 'bill', 'especially', 'smart', 'bill']"
2020-11-24 02:46:12,5,"absolutely great love using this to pay for everything that accepts paymaya so easy to pay so easy to reload

my only request is to increase the number of favorites from 10 to maybe 50 or more i pay so many more than just 10 things monthly so it will be so appreciated if you will make the other 2 dozen recurring payments easier","['absolutely', 'great', 'love', 'use', 'pay', 'everything', 'accept', 'easy', 'pay', 'easy', 'reload', 'request', 'increase', 'number', 'favorite', 'maybe', 'pay', 'many', 'thing', 'monthly', 'appreciated', 'make', 'dozen', 'recur', 'payment', 'easier']"
2020-11-24 04:18:55,5,thanks paymaya  very convenient appslove it,"['thanks', 'convenient', 'appslove']"
2020-11-25 06:58:22,5,everything in this app  everything in this app is perfect  thank you for giving us this cashless app that we use in our daily living from buying load to process bills payment is very convenient smart padala thru paymaya is also legit thanks to this app ,"['everything', 'everything', 'perfect', 'give', 'u', 'cashless', 'use', 'daily', 'living', 'buy', 'load', 'process', 'bill', 'payment', 'convenient', 'smart', 'padala', 'thru', 'also', 'legit', 'thanks']"
2020-11-25 08:59:29,4,bring back the scan mode for bills payment please bring back the scanner for bills like meralco payment it is easier than typing the whole reference number,"['bring', 'back', 'scan', 'mode', 'bill', 'payment', 'bring', 'back', 'scanner', 'bill', 'like', 'meralco', 'payment', 'easy', 'type', 'whole', 'reference', 'number']"
2020-11-26 03:10:35,5,convenient better load a paymaya to use in multiple way no charge in easytripthumbs up,"['convenient', 'well', 'load', 'use', 'multiple', 'way', 'charge', 'easytripthumbs']"
2020-11-27 03:50:48,5,fast and smooth transaction very easy to use plush i get a cashback,"['fast', 'smooth', 'transaction', 'easy', 'use', 'plush', 'get', 'cashback']"
2020-11-28 06:26:13,5,fast and easy to use great payment  purchasing app,"['fast', 'easy', 'use', 'great', 'payment', 'purchasing']"
2020-11-29 10:19:55,5,thumbs up paymaya worldwide services t,"['thumb', 'worldwide', 'service']"
2020-12-02 12:15:33,5,upgrade account after how many months naging upgraded ulit account sana di na mawala ulit tapos magaantay naman ng ilang buwan samat po,"['upgrade', 'account', 'many', 'month', 'upgraded', 'ulit', 'account', 'sana', 'mawala', 'ulit', 'tapos', 'magaantay', 'ilang', 'buwan', 'samat']"
2020-12-02 16:26:23,5,rewards pl,"['reward', 'pl']"
2020-12-03 17:08:04,5,error registration i could not create an account after several attempts it keeps on telling that i have a slow internet connection although I am pretty sure that my internet speed is fast i tried following the customer service advices but nothing had worked still i could not proceed,"['error', 'registration', 'could', 'create', 'account', 'several', 'attempt', 'keep', 'tell', 'slow', 'internet', 'connection', 'although', 'I', 'pretty', 'sure', 'internet', 'speed', 'fast', 'try', 'follow', 'customer', 'service', 'advice', 'nothing', 'work', 'still', 'could', 'proceed']"
2020-12-05 10:33:48,4,no copy paste in the text boxes pls,"['copy', 'paste', 'text', 'box', 'pls']"
2020-12-06 05:15:34,5,log in error keeps on asking for my phone number when in fact i can access it on a different device using my numberbut when i use the app on my mobile phone log in error appears and ask for my number,"['log', 'error', 'keep', 'ask', 'phone', 'number', 'fact', 'access', 'different', 'device', 'use', 'numberbut', 'use', 'mobile', 'phone', 'log', 'error', 'appear', 'ask', 'number']"
2020-12-06 11:55:37,5,nice update nice pwd na mag copypaste sa bills payment,"['nice', 'update', 'nice', 'pwd', 'copypaste', 'bill', 'payment']"
2020-12-07 01:06:33,4,auto sweep rfid not working i bought 300php auto sweep rfid you deducted it to my account but it never credited to my rfid account that is another form of stealing,"['auto', 'sweep', 'rfid', 'work', 'buy', 'auto', 'sweep', 'rfid', 'deduct', 'account', 'never', 'credit', 'rfid', 'account', 'another', 'form', 'steal']"
2020-12-07 02:58:04,5,very simple and easy to use i love paymaya because it is easy to use i use it to pay my bills send money bank transfer for my online orders buy load for my helpers send money to their loved ones in the province everything i need to manage my money is here plus cashbacks,"['simple', 'easy', 'use', 'love', 'easy', 'use', 'use', 'pay', 'bill', 'send', 'money', 'bank', 'transfer', 'online', 'order', 'buy', 'load', 'helper', 'send', 'money', 'love', 'one', 'province', 'everything', 'need', 'manage', 'money', 'plus', 'cashbacks']"
2020-12-07 12:44:30,4,1st transaction and I am liking it so far ,"['transaction', 'I', 'like', 'far']"
2020-12-09 03:46:09,5,nice very convenient,"['nice', 'convenient']"
2020-12-09 07:02:49,5,nice fast,"['nice', 'fast']"
2020-12-10 10:11:28,5,enjoying paymaya so far  please increase monthly limits from 200k to 500k  super fast transaction time and even withdrawal from overseas without issues ,"['enjoy', 'far', 'increase', 'monthly', 'limit', 'super', 'fast', 'transaction', 'time', 'even', 'withdrawal', 'overseas', 'without', 'issue']"
2020-12-10 11:27:53,5,ilove paymaya i love,"['ilove', 'love']"
2020-12-12 06:03:33,5,loving it i really like this app aside from it is intuitiveness it greatly helps on my finance management and a plus for the cash backs for almost every transaction and promos,"['love', 'really', 'like', 'aside', 'intuitiveness', 'greatly', 'help', 'finance', 'management', 'plus', 'cash', 'back', 'almost', 'every', 'transaction', 'promos']"
2020-12-12 12:33:36,4,tool versatile app,"['tool', 'versatile']"
2020-12-13 21:19:28,5,useful  exciting to use I am happy that i have known paymaya it is very useful in paying online transactions plus there are money returns i received in some transactions exciting,"['useful', 'excite', 'use', 'I', 'happy', 'know', 'useful', 'pay', 'online', 'transaction', 'plus', 'money', 'return', 'receive', 'transaction', 'excite']"
2020-12-14 12:32:52,5,fast  hassle free highly recommended,"['fast', 'hassle', 'free', 'highly', 'recommend']"
2020-12-15 00:00:41,5,paymaya credit hope it will have a credit function like the gcredit in gcash,"['credit', 'hope', 'credit', 'function', 'like', 'gcredit']"
2020-12-16 01:20:29,5,easy payment with paymaya payment is so easy even buying load to send on your own and to others hasslefree shopping and bills payment,"['easy', 'payment', 'payment', 'easy', 'even', 'buy', 'load', 'send', 'others', 'hasslefree', 'shopping', 'bill', 'payment']"
2020-12-16 14:32:13,5,not that useful until i can not go to upgrade status,"['useful', 'go', 'upgrade', 'status']"
2020-12-18 05:55:57,5,samaximo good and satisfied,"['samaximo', 'good', 'satisfied']"
2020-12-19 03:00:37,5,paymaya easy to use and its convenient low cost deduction fees and generous rebate for the users,"['easy', 'use', 'convenient', 'low', 'cost', 'deduction', 'fee', 'generous', 'rebate', 'user']"
2020-12-19 13:31:59,5,convenience easy cashin using my bpi online account almost all my bills can be settled here will definitely try the beep qr when we need to travel around bgc keep up the great features paymaya hopefully we have a live chat feature soon so it would be easier to help our fellow for their inquiries thank you ,"['convenience', 'easy', 'cashin', 'use', 'bpi', 'online', 'account', 'almost', 'bill', 'settle', 'definitely', 'try', 'beep', 'qr', 'need', 'travel', 'around', 'bgc', 'keep', 'great', 'feature', 'hopefully', 'live', 'chat', 'feature', 'soon', 'would', 'easy', 'help', 'fellow', 'inquiry']"
2020-12-20 16:10:58,5,real time it is convenient way of transferring cash thumps up,"['real', 'time', 'convenient', 'way', 'transfer', 'cash', 'thump']"
2020-12-22 03:38:05,5,review easy easy all access thank you paymaya more powers,"['review', 'easy', 'easy', 'access', 'power']"
2020-12-22 08:18:51,5,kfc very easy to use and convenient,"['kfc', 'easy', 'use', 'convenient']"
2020-12-22 09:34:57,5,thank you paymaya you made all my bank transfer and mandatory bills payments accessible,"['make', 'bank', 'transfer', 'mandatory', 'bill', 'payment', 'accessible']"
2020-12-24 14:11:08,5,6 digits pin during this times pf covid19 pandemic we are required to wear a face mask due to this  using face id is limited and consequently password is required to log in however using password is not very keyboard typeconvenient because of its complexity so i am suggesting to add a feature of using pin code if face id is not accepted when using face mask,"['digit', 'pin', 'time', 'pf', 'pandemic', 'require', 'wear', 'face', 'mask', 'due', 'use', 'face', 'id', 'limited', 'consequently', 'password', 'require', 'log', 'however', 'use', 'password', 'keyboard', 'typeconvenient', 'complexity', 'suggest', 'add', 'feature', 'use', 'pin', 'code', 'face', 'id', 'accept', 'use', 'face', 'mask']"
2020-12-26 17:05:49,5,with face id authentication nice one,"['face', 'id', 'authentication', 'nice', 'one']"
2020-12-27 08:25:03,5,transactions love this paymaya app very covenient no need to go out just at home  may balik bayad pa  good job paymaya,"['transaction', 'love', 'covenient', 'need', 'go', 'home', 'balik', 'bayad', 'good', 'job']"
2020-12-28 01:05:15,5,user friendly efficientefficient specilally if you do not have an atm machine onsite,"['user', 'friendly', 'efficientefficient', 'specilally', 'atm', 'machine', 'onsite']"
2020-12-28 08:07:51,5,convience at its best easy to use,"['convience', 'best', 'easy', 'use']"
2020-12-30 12:04:00,4,fraud please help us to claim or stop the payment for this number 09686013118 budol budol case sent the amount of 20000 pesos to 711 to paymaya account reference 203654253004,"['fraud', 'help', 'u', 'claim', 'stop', 'payment', 'number', 'budol', 'budol', 'case', 'send', 'amount', 'peso', 'account', 'reference']"
2020-12-30 12:41:47,4,ayaw mag access ng contacts bakit ayaw mag access ng contacts ko sa app nyo,"['ayaw', 'access', 'contact', 'ayaw', 'access', 'contact']"
2021-01-03 04:28:52,5,good needs to improve search,"['good', 'need', 'improve', 'search']"
2021-01-03 15:50:46,5,love it i love the vouchers,"['love', 'love', 'voucher']"
2021-01-04 00:29:42,4,pay maya has restrictions you can not load thru bank with small amounts n,"['pay', 'maya', 'restriction', 'load', 'thru', 'bank', 'small', 'amount', 'n']"
2021-01-04 01:26:01,5,paymaya for all it is really helpful pero sana mas more accessible siya sa mga payments and wag more of smart lang na mga use sa for all network din,"['really', 'helpful', 'sana', 'mas', 'accessible', 'payment', 'wag', 'smart', 'use', 'network']"
