Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,2,0.01,0.01,0.3439576859507847
100% Corpus,2,0.01,0.31,0.3531505221680068
100% Corpus,2,0.01,0.61,0.3531505221680068
100% Corpus,2,0.01,0.9099999999999999,0.3531505221680068
100% Corpus,2,0.01,symmetric,0.35176189884474285
100% Corpus,2,0.31,0.01,0.3650719601134347
100% Corpus,2,0.31,0.31,0.3650719601134347
100% Corpus,2,0.31,0.61,0.35195659415939196
100% Corpus,2,0.31,0.9099999999999999,0.35261419027398955
100% Corpus,2,0.31,symmetric,0.35195659415939196
100% Corpus,2,0.61,0.01,0.35920052136878755
100% Corpus,2,0.61,0.31,0.34629115267161104
100% Corpus,2,0.61,0.61,0.3347629603230296
100% Corpus,2,0.61,0.9099999999999999,0.3433706660181777
100% Corpus,2,0.61,symmetric,0.3389953073473079
100% Corpus,2,0.9099999999999999,0.01,0.3506043681867067
100% Corpus,2,0.9099999999999999,0.31,0.3272785951668655
100% Corpus,2,0.9099999999999999,0.61,0.33476296032302966
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.33476296032302966
100% Corpus,2,0.9099999999999999,symmetric,0.33476296032302966
100% Corpus,2,symmetric,0.01,0.3561016870091473
100% Corpus,2,symmetric,0.31,0.3444136499936611
100% Corpus,2,symmetric,0.61,0.35422649078257773
100% Corpus,2,symmetric,0.9099999999999999,0.3463818787687017
100% Corpus,2,symmetric,symmetric,0.34710095321163525
100% Corpus,2,asymmetric,0.01,0.35822939133348497
100% Corpus,2,asymmetric,0.31,0.3830720869928109
100% Corpus,2,asymmetric,0.61,0.38320336385571563
100% Corpus,2,asymmetric,0.9099999999999999,0.4173738081193973
100% Corpus,2,asymmetric,symmetric,0.39180731724873047
100% Corpus,3,0.01,0.01,0.3478696452934411
100% Corpus,3,0.01,0.31,0.34749040538825376
100% Corpus,3,0.01,0.61,0.36307977950486386
100% Corpus,3,0.01,0.9099999999999999,0.3412709426392085
100% Corpus,3,0.01,symmetric,0.3461477989063562
100% Corpus,3,0.31,0.01,0.33220151634517275
100% Corpus,3,0.31,0.31,0.3486723924878287
100% Corpus,3,0.31,0.61,0.33584366468013854
100% Corpus,3,0.31,0.9099999999999999,0.33981667639860197
100% Corpus,3,0.31,symmetric,0.33584366468013854
100% Corpus,3,0.61,0.01,0.3312399360226309
100% Corpus,3,0.61,0.31,0.32792334378055504
100% Corpus,3,0.61,0.61,0.3316341920617351
100% Corpus,3,0.61,0.9099999999999999,0.34051029497545837
100% Corpus,3,0.61,symmetric,0.3278351597312826
100% Corpus,3,0.9099999999999999,0.01,0.3248901808201757
100% Corpus,3,0.9099999999999999,0.31,0.3273579677432918
100% Corpus,3,0.9099999999999999,0.61,0.35968264947207557
100% Corpus,3,0.9099999999999999,0.9099999999999999,0.372612972591109
100% Corpus,3,0.9099999999999999,symmetric,0.3285053360857823
100% Corpus,3,symmetric,0.01,0.32620939350266015
100% Corpus,3,symmetric,0.31,0.3486723924878287
100% Corpus,3,symmetric,0.61,0.33611753106126696
100% Corpus,3,symmetric,0.9099999999999999,0.33611753106126696
100% Corpus,3,symmetric,symmetric,0.3486723924878287
100% Corpus,3,asymmetric,0.01,0.34337347240855925
100% Corpus,3,asymmetric,0.31,0.40369720030346884
100% Corpus,3,asymmetric,0.61,0.4047174239002949
100% Corpus,3,asymmetric,0.9099999999999999,0.3952168889263172
100% Corpus,3,asymmetric,symmetric,0.4036972003034687
100% Corpus,4,0.01,0.01,0.37284899118525916
100% Corpus,4,0.01,0.31,0.3935334734624609
100% Corpus,4,0.01,0.61,0.4418785127495988
100% Corpus,4,0.01,0.9099999999999999,0.38553884637349106
100% Corpus,4,0.01,symmetric,0.35832717243006273
100% Corpus,4,0.31,0.01,0.3661155100180066
100% Corpus,4,0.31,0.31,0.36654192815480585
100% Corpus,4,0.31,0.61,0.37317885922060756
100% Corpus,4,0.31,0.9099999999999999,0.36942067947148055
100% Corpus,4,0.31,symmetric,0.36654192815480585
100% Corpus,4,0.61,0.01,0.3552212779373564
100% Corpus,4,0.61,0.31,0.3729813742908652
100% Corpus,4,0.61,0.61,0.3731272909142436
100% Corpus,4,0.61,0.9099999999999999,0.39023668259721694
100% Corpus,4,0.61,symmetric,0.3645433939252366
100% Corpus,4,0.9099999999999999,0.01,0.3620347166249568
100% Corpus,4,0.9099999999999999,0.31,0.38094957698079357
100% Corpus,4,0.9099999999999999,0.61,0.3752689302835234
100% Corpus,4,0.9099999999999999,0.9099999999999999,0.39457071180446507
100% Corpus,4,0.9099999999999999,symmetric,0.3809495769807936
100% Corpus,4,symmetric,0.01,0.36386910173880604
100% Corpus,4,symmetric,0.31,0.37992053054981256
100% Corpus,4,symmetric,0.61,0.3741621295895617
100% Corpus,4,symmetric,0.9099999999999999,0.37375736615649247
100% Corpus,4,symmetric,symmetric,0.3752624160980338
100% Corpus,4,asymmetric,0.01,0.4087159501686153
100% Corpus,4,asymmetric,0.31,0.41191248809471526
100% Corpus,4,asymmetric,0.61,0.37983983273398797
100% Corpus,4,asymmetric,0.9099999999999999,0.3876233817671876
100% Corpus,4,asymmetric,symmetric,0.4220485650253223
100% Corpus,5,0.01,0.01,0.3780656947895123
100% Corpus,5,0.01,0.31,0.38876405502114064
100% Corpus,5,0.01,0.61,0.41575381932449706
100% Corpus,5,0.01,0.9099999999999999,0.40941446143069166
100% Corpus,5,0.01,symmetric,0.4071467822877352
100% Corpus,5,0.31,0.01,0.3750211252442658
100% Corpus,5,0.31,0.31,0.3716150876643839
100% Corpus,5,0.31,0.61,0.38946750481386877
100% Corpus,5,0.31,0.9099999999999999,0.407556926178537
100% Corpus,5,0.31,symmetric,0.37365125764040685
100% Corpus,5,0.61,0.01,0.3594802048926852
100% Corpus,5,0.61,0.31,0.3961344479685459
100% Corpus,5,0.61,0.61,0.41382245392190287
100% Corpus,5,0.61,0.9099999999999999,0.4367227796682707
100% Corpus,5,0.61,symmetric,0.3511001775957768
100% Corpus,5,0.9099999999999999,0.01,0.3644610700406732
100% Corpus,5,0.9099999999999999,0.31,0.3778191613015035
100% Corpus,5,0.9099999999999999,0.61,0.3957218585594698
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.3975462291005677
100% Corpus,5,0.9099999999999999,symmetric,0.3664792315837689
100% Corpus,5,symmetric,0.01,0.3730401513216929
100% Corpus,5,symmetric,0.31,0.37954844329209836
100% Corpus,5,symmetric,0.61,0.381147400011096
100% Corpus,5,symmetric,0.9099999999999999,0.4150370612098957
100% Corpus,5,symmetric,symmetric,0.37098630822057554
100% Corpus,5,asymmetric,0.01,0.3764441333916775
100% Corpus,5,asymmetric,0.31,0.39076637998301067
100% Corpus,5,asymmetric,0.61,0.39275449402126045
100% Corpus,5,asymmetric,0.9099999999999999,0.380618082968167
100% Corpus,5,asymmetric,symmetric,0.3995318462939338
