Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,2,0.01,0.01,0.21974369260426957
100% Corpus,2,0.01,0.31,0.206014292320509
100% Corpus,2,0.01,0.61,0.2052765658369804
100% Corpus,2,0.01,0.9099999999999999,0.19670933504064764
100% Corpus,2,0.01,symmetric,0.20601429232050905
100% Corpus,2,0.31,0.01,0.2262442490715533
100% Corpus,2,0.31,0.31,0.2310010328002416
100% Corpus,2,0.31,0.61,0.2310010328002416
100% Corpus,2,0.31,0.9099999999999999,0.21184786060416022
100% Corpus,2,0.31,symmetric,0.2310010328002416
100% Corpus,2,0.61,0.01,0.25291597972983204
100% Corpus,2,0.61,0.31,0.24109733729725386
100% Corpus,2,0.61,0.61,0.24109733729725386
100% Corpus,2,0.61,0.9099999999999999,0.24109733729725383
100% Corpus,2,0.61,symmetric,0.24109733729725388
100% Corpus,2,0.9099999999999999,0.01,0.2374338976308327
100% Corpus,2,0.9099999999999999,0.31,0.23895283171759202
100% Corpus,2,0.9099999999999999,0.61,0.22181541692450063
100% Corpus,2,0.9099999999999999,0.9099999999999999,0.21582449888932087
100% Corpus,2,0.9099999999999999,symmetric,0.23895283171759202
100% Corpus,2,symmetric,0.01,0.2496384222122685
100% Corpus,2,symmetric,0.31,0.24109733729725388
100% Corpus,2,symmetric,0.61,0.24095258884961315
100% Corpus,2,symmetric,0.9099999999999999,0.24095258884961313
100% Corpus,2,symmetric,symmetric,0.24095258884961315
100% Corpus,2,asymmetric,0.01,0.30579866867619876
100% Corpus,2,asymmetric,0.31,0.32462238256602305
100% Corpus,2,asymmetric,0.61,0.30046266392866827
100% Corpus,2,asymmetric,0.9099999999999999,0.30743007862444616
100% Corpus,2,asymmetric,symmetric,0.29316169997751323
100% Corpus,3,0.01,0.01,0.2897393678016191
100% Corpus,3,0.01,0.31,0.2936717258408588
100% Corpus,3,0.01,0.61,0.2981762881788414
100% Corpus,3,0.01,0.9099999999999999,0.28976583828949387
100% Corpus,3,0.01,symmetric,0.2936717258408588
100% Corpus,3,0.31,0.01,0.2908065370367118
100% Corpus,3,0.31,0.31,0.29594201800305525
100% Corpus,3,0.31,0.61,0.30144992547534544
100% Corpus,3,0.31,0.9099999999999999,0.30245530532321685
100% Corpus,3,0.31,symmetric,0.29594201800305525
100% Corpus,3,0.61,0.01,0.29390856015292116
100% Corpus,3,0.61,0.31,0.3028312003880947
100% Corpus,3,0.61,0.61,0.2972688651604154
100% Corpus,3,0.61,0.9099999999999999,0.3154272843373547
100% Corpus,3,0.61,symmetric,0.3028312003880947
100% Corpus,3,0.9099999999999999,0.01,0.28631599136710456
